This behavior is known to be very effective for dealingwith well-known DDoS attacks.; (TOP (S (NP (DT )(NN ))(VP (VBZ )(VP (VBN )(S (VP (TO )(VP (VB )(ADJP (RB )(JJ ))(PP (IN )(NP (RB )(JJ )(NNP )(NNS ))))))))(. )))
Jean-Philippe Condomines received in 2015 his Ph.D.in Automatic Control from the Institut Suprieur delAeronautique et de lEspace , inToulouse, France.; (TOP (S (NP (NNP )(NNS ))(VP (VBD )(PP (IN )(NP (CD )))(PP (IN )(NP (NP (NNP )(NNP )(NNP ))(PP (IN )(NP (DT )(NNP )(NNP )(FW )(FW )(FW )(FW )(, )(NN )(, )(NNP ))))))(. )))
During his Ph.D., he proposed a novelapproach dealing with nonlinear state estimation, namedInvariant Unscented Kalman Filter , based on bothnonlinear invariant observers and UKF theoretical prin-ciples.; (TOP (S (PP (IN )(NP (PRP$ )(NNP )(NNP )))(, )(NP (PRP ))(VP (VBD )(NP (NP (DT )(NN ))(VP (VBG )(PP (IN )(NP (NP (JJ )(NN )(NN ))(, )(NP (NN )(NNP )(NNP )(NNP ))(, )(VP (VBN )(PP (IN )(NP (NP (NN )(NN )(NNS ))(CC )(NP (NNP )(JJ )(NNS ))))))))))(. )))
He is currently an Assistant Professor in GuidanceNavigation and Control in the UAV team at the FrenchNational Civil Aviation University , in Toulouse,France, where he contributes to the development of anopen source automatic pilot for the Paparazzi project.; (TOP (S (NP (PRP ))(VP (VBZ )(ADVP (RB ))(NP (NP (NP (NP (DT ))(NNP )(NNP ))(PP (IN )(NP (NNP )(CC )(NNP ))))(PP (IN )(NP (DT )(NNP )(NN )))(PP (IN )(NP (DT )(NNP )(NNP )(NNP )(NNP ))))(, )(PP (IN )(NP (NP (NNP ))(, )(NP (NNP ))(, )(SBAR (WHADVP (WRB ))(S (NP (PRP ))(VP (VBZ )(PP (TO )(NP (NP (DT )(NN ))(PP (IN )(NP (NP (DT )(NN )(JJ )(NN ))(PP (IN )(NP (DT )(NNP )(NN )))))))))))))(. )))
Hisresearch interests focus on both theory and application ofeometrical methods to solve nonlinear estimation/control problems for dynamicalystems.; (TOP (S (NP (NN )(NNS ))(VP (VBP )(PP (IN )(NP (DT )(NP (NN ))(CC )(NP (NP (NN )(JJ )(NNS ))(SBAR (S (VP (TO )(VP (VB )(NP (JJ )(NN )(NNS ))(PP (IN )(NP (NNS )))))))))))(. )))
Ruohao Zhang received in 2017 his Master degree inaerospace engineering from the ISAE-SUPAERO  and currentlypursuing his Ph.D. in the ENAC .; (TOP (S (NP (NNP )(NNP ))(VP (VP (VBD )(PP (IN )(NP (CD )))(PP (TO )(NP (NNP )(NN )(NN )(NN )))(PP (IN )(NP (DT )(NNP ))))(CC )(VP (VBG )(NP (PRP$ )(NNP ))(PP (IN )(NP (DT )(NNP )))))(. )))
His domains of research are control engineering,automation, and dynamical systems.; (TOP (S (NP (NP (PRP$ )(NNS ))(PP (IN )(NP (NN ))))(VP (VBP )(NP (NP (NN )(NN )(NN ))(, )(CC )(NP (JJ )(NNS ))))(. )))
His current researchfocuses on Ad-hoc Network Modeling and Intrusion De-tection System design for UAVs.; (TOP (NP (NP (NP (PRP$ )(JJ )(NNS ))(PP (IN )(NP (NNP )(NNP )(NNP ))))(CC )(NP (NP (NNP )(NNP )(NNP )(NN ))(PP (IN )(NP (NNP ))))(. )))
Nicolas Larrieu is full-time professor in the TELECOM re-search team of ENAC .He has a Ph.D in computer science from University ofToulouse.; (TOP (S (NP (NNP )(NNP ))(VP (VBZ )(NP (NP (JJ )(NN ))(PP (IN )(NP (NP (DT )(NNP )(NN )(NN ))(PP (IN )(NP (NP (NNP )(NNP ))(SBAR (S (NP (PRP ))(VP (VBZ )(NP (NP (NP (DT )(NNP ))(PP (IN )(NP (NN )(NN ))))(PP (IN )(NP (NNP )(NNP )))))))))))))(. )))
Dr. Larrieu works on secure communication ar-chitectures.; (TOP (S (NP (NNP )(NNP ))(VP (VBZ )(PP (IN )(NP (JJ )(NN )(NNS ))))(. )))
He is also interested in Intrusion DetectionSystem for environment with strong constraints.; (TOP (S (NP (PRP ))(VP (VBZ )(ADVP (RB ))(ADJP (VBN )(PP (IN )(NP (NP (NNP )(NNP ))(PP (IN )(NP (NP (NN ))(PP (IN )(NP (JJ )(NNS )))))))))(. )))
His fieldof expertise is related to civil aviation networks and em-bedded systems such as aircraft or UAV.; (TOP (S (NP (PRP$ )(NN )(NN ))(VP (VBZ )(VP (VBN )(PP (TO )(NP (NP (JJ )(NN )(NNS ))(CC )(NP (NP (JJ )(NNS ))(PP (JJ )(IN )(NP (NN )(CC )(NNP ))))))))))
ection system for UAV ad-hoc communication: From methodology 0.1016/j.adhoc.2018.09.004 http://refhub.elsevier.com/S1570-870530654-1/sbref0003http://refhub.elsevier.com/S1570-870530654-1/sbref0003http://refhub.elsevier.com/S1570-870530654-1/sbref0003http://refhub.elsevier.com/S1570-870530654-1/sbref0004http://refhub.elsevier.com/S1570-870530654-1/sbref0004http://refhub.elsevier.com/S1570-870530654-1/sbref0004http://refhub.elsevier.com/S1570-870530654-1/sbref0004http://refhub.elsevier.com/S1570-870530654-1/sbref0004http://refhub.elsevier.com/S1570-870530654-1/sbref0005http://refhub.elsevier.com/S1570-870530654-1/sbref0005http://refhub.elsevier.com/S1570-870530654-1/sbref0005http://refhub.elsevier.com/S1570-870530654-1/sbref0006http://refhub.elsevier.com/S1570-870530654-1/sbref0006http://refhub.elsevier.com/S1570-870530654-1/sbref0006http://refhub.elsevier.com/S1570-870530654-1/sbref0006http://refhub.elsevier.com/S1570-870530654-1/sbref0006http://refhub.elsevier.com/S1570-870530654-1/sbref0006http://refhub.elsevier.com/S1570-870530654-1/sbref0007http://refhub.elsevier.com/S1570-870530654-1/sbref0007http://refhub.elsevier.com/S1570-870530654-1/sbref0007http://refhub.elsevier.com/S1570-870530654-1/sbref0008http://refhub.elsevier.com/S1570-870530654-1/sbref0008http://refhub.elsevier.com/S1570-870530654-1/sbref0008http://refhub.elsevier.com/S1570-870530654-1/sbref0008http://refhub.elsevier.com/S1570-870530654-1/sbref0008http://refhub.elsevier.com/S1570-870530654-1/sbref0008http://refhub.elsevier.com/S1570-870530654-1/sbref0009http://refhub.elsevier.com/S1570-870530654-1/sbref0009http://refhub.elsevier.com/S1570-870530654-1/sbref0009http://refhub.elsevier.com/S1570-870530654-1/sbref0009http://refhub.elsevier.com/S1570-870530654-1/sbref0010http://refhub.elsevier.com/S1570-870530654-1/sbref0010http://refhub.elsevier.com/S1570-870530654-1/sbref0010http://refhub.elsevier.com/S1570-870530654-1/sbref0010http://refhub.elsevier.com/S1570-870530654-1/sbref0011http://refhub.elsevier.com/S1570-870530654-1/sbref0011http://refhub.elsevier.com/S1570-870530654-1/sbref0012http://refhub.elsevier.com/S1570-870530654-1/sbref0012http://refhub.elsevier.com/S1570-870530654-1/sbref0012http://refhub.elsevier.com/S1570-870530654-1/sbref0012http://refhub.elsevier.com/S1570-870530654-1/sbref0013http://refhub.elsevier.com/S1570-870530654-1/sbref0013http://refhub.elsevier.com/S1570-870530654-1/sbref0013http://refhub.elsevier.com/S1570-870530654-1/sbref0014http://refhub.elsevier.com/S1570-870530654-1/sbref0014http://refhub.elsevier.com/S1570-870530654-1/sbref0014http://refhub.elsevier.com/S1570-870530654-1/sbref0014http://refhub.elsevier.com/S1570-870530654-1/sbref0014http://refhub.elsevier.com/S1570-870530654-1/sbref0014http://refhub.elsevier.com/S1570-870530654-1/sbref0015http://refhub.elsevier.com/S1570-870530654-1/sbref0015http://refhub.elsevier.com/S1570-870530654-1/sbref0016http://refhub.elsevier.com/S1570-870530654-1/sbref0016http://refhub.elsevier.com/S1570-870530654-1/sbref0016http://refhub.elsevier.com/S1570-870530654-1/sbref0016http://refhub.elsevier.com/S1570-870530654-1/sbref0016http://refhub.elsevier.com/S1570-870530654-1/sbref0017http://refhub.elsevier.com/S1570-870530654-1/sbref0017http://refhub.elsevier.com/S1570-870530654-1/sbref0018http://refhub.elsevier.com/S1570-870530654-1/sbref0018http://refhub.elsevier.com/S1570-870530654-1/sbref0018http://refhub.elsevier.com/S1570-870530654-1/sbref0018http://refhub.elsevier.com/S1570-870530654-1/sbref0018http://refhub.elsevier.com/S1570-870530654-1/sbref0019http://refhub.elsevier.com/S1570-870530654-1/sbref0019http://refhub.elsevier.com/S1570-870530654-1/sbref0019http://refhub.elsevier.com/S1570-870530654-1/sbref0019http://refhub.elsevier.com/S1570-870530654-1/sbref0020http://refhub.elsevier.com/S1570-870530654-1/sbref0020http://refhub.elsevier.com/S1570-870530654-1/sbref0021http://refhub.elsevier.com/S1570-870530654-1/sbref0021http://refhub.elsevier.com/S1570-870530654-1/sbref0021http://refhub.elsevier.com/S1570-870530654-1/sbref0022http://refhub.elsevier.com/S1570-870530654-1/sbref0022http://refhub.elsevier.com/S1570-870530654-1/sbref0022http://refhub.elsevier.com/S1570-870530654-1/sbref0022http://refhub.elsevier.com/S1570-870530654-1/sbref0022http://refhub.elsevier.com/S1570-870530654-1/sbref0023http://refhub.elsevier.com/S1570-870530654-1/sbref0023http://refhub.elsevier.com/S1570-870530654-1/sbref0023http://refhub.elsevier.com/S1570-870530654-1/sbref0024http://refhub.elsevier.com/S1570-870530654-1/sbref0024http://refhub.elsevier.com/S1570-870530654-1/sbref0024http://refhub.elsevier.com/S1570-870530654-1/sbref0024http://refhub.elsevier.com/S1570-870530654-1/sbref0025http://refhub.elsevier.com/S1570-870530654-1/sbref0025http://refhub.elsevier.com/S1570-870530654-1/sbref0026http://refhub.elsevier.com/S1570-870530654-1/sbref0026http://refhub.elsevier.com/S1570-870530654-1/sbref0026http://refhub.elsevier.com/S1570-870530654-1/sbref0026http://refhub.elsevier.com/S1570-870530654-1/sbref0027http://refhub.elsevier.com/S1570-870530654-1/sbref0027http://refhub.elsevier.com/S1570-870530654-1/sbref0028http://refhub.elsevier.com/S1570-870530654-1/sbref0028http://refhub.elsevier.com/S1570-870530654-1/sbref0029http://refhub.elsevier.com/S1570-870530654-1/sbref0029http://refhub.elsevier.com/S1570-870530654-1/sbref0030http://refhub.elsevier.com/S1570-870530654-1/sbref0030http://refhub.elsevier.com/S1570-870530654-1/sbref0030http://refhub.elsevier.com/S1570-870530654-1/sbref0031http://refhub.elsevier.com/S1570-870530654-1/sbref0031http://refhub.elsevier.com/S1570-870530654-1/sbref0031http://refhub.elsevier.com/S1570-870530654-1/sbref0031http://refhub.elsevier.com/S1570-870530654-1/sbref0031https://doi.org/10.1016/j.adhoc.2018.09.004; (TOP (NP (NP (NP (NN )(NN ))(PP (IN )(NP (NNP )(JJ )(NN ))))(: )(PP (IN )(NP (NN )(CD )(NN )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(NNP )(NNP )))(. )))
Attack signature for traffic with Progressive Flash-Crowd PFC	4.2.3 Discussion on traffic signature characterization	4.3 Anomaly detection and reconstruction results	4.3.1 Attack reconstruction for traffic with constant flash-crowd 	4.3.2; (TOP (NP (NP (NNP )(NN ))(PP (IN )(NP (NP (NN ))(PP (IN )(NP (NP (JJ )(NNP )(NNP )(CD )(NNP ))(PP (IN )(NP (NP (NN )(NN )(NN ))(SBAR (S (NP (CD )(NNP )(NN )(CC )(NN )(NNS ))(VP (VBP )(NP (NP (NNP )(NN ))(PP (IN )(NP (NP (NN ))(PP (IN )(NP (JJ )(NN )(CD )))))))))))))))))
Attack reconstruction for traffic with progressive flash-crowd 	4.3.3; (TOP (NP (NP (NNP )(NN ))(PP (IN )(NP (NP (NN ))(PP (IN )(NP (JJ )(NN )(CD )))))))
Network intrusion detection system for UAV ad-hoc communication: From methodology design to real test validationARTICLE IN PRESS JID: ADHOC  Ad Hoc Networks 0 0 0  114 Contents lists available at ScienceDirect Ad Hoc Networks journal homepage: www.elsevier.com/locate/adhoc; (TOP (NP (NP (NP (NNP )(NN )(NN )(NN ))(PP (IN )(NP (NNP )(JJ )(NN ))))(: )(PP (IN )(NP (NP (NP (NP (NN )(NN ))(PP (TO )(NP (JJ )(NN )(NN ))))(PP (IN )(NP (NNP )(NNP ))))(: )(NP (NP (NP (NNP )(NNP )(NNP )(NNP )(CD )(CD )(CD )(CD )(NNS )(NNS ))(ADJP (JJ )(PP (IN )(NP (NNP )(NNP )(NNP )(NNP )(NN )(NN )))))(: )(NP (NN )))))))
Network intrusion detection system for UAV ad-hoc communication: From methodology design to real test validation Jean-Philippe Condomines, Ruohao Zhang , Nicolas Larrieu Universite de Toulouse, ENAC, BP 54005, Toulouse Cedex 4, 31055, France a r t i c l e i n f o Article history: Received 5 April 2018 Revised 3 July 2018 Accepted 6 September 2018 Available online xxx Keywords: UAV FANET Intrusion detection system Spectral analysis Robust estimator Drone ad hoc network a b s t r a c t The use of a swarm of low-cost, mission-specific drones to form a Flying Ad-hoc Network  has literally become a hotspot in the drone community.; (TOP (NP (NP (NP (NNP )(NN )(NN )(NN ))(PP (IN )(NP (NNP )(JJ )(NN ))))(: )(S (PP (PP (IN )(NP (NN )(NN )))(PP (TO )(NP (JJ )(NN )(NN )(NNP )(NNP ))))(, )(NP (NP (NNP )(NNP ))(, )(NP (NNP )(NNP )(NNP )(NNP )(NNP ))(, )(NP (NNP ))(, )(NP (NNP )(CD ))(, )(NP (NP (NNP )(NNP )(CD )(, )(CD )(, )(NNP )(CC )(JJ )(NN ))(PP (IN )(NP (JJ )(JJ )(NN )))))(VP (VBD )(ADVP (RB ))(PP (IN )(PP (IN )(NP (NN )(NN ))))(: )(S (VP (VBN )(S (NP (CD )(NNP )(CD ))(VP (VBN )(NP (NP (CD )(NNP )(CD )(NNP )(CD )(NNP )(CD )(JJ )(JJ )(NN )(NNS ))(: )(S (NP (NP (NNP )(NNP )(NNP )(NN )(NN ))(NP (JJ )(NN )(NNP )(NN )(NNP )(NN )(NN )(NN ))(NP (DT )(NN )))(VP (VBZ )(PP (IN )(NP (NN )))(NP (NP (DT )(JJ )(NN ))(SBAR (S (NP (NP (DT )(NN ))(PP (IN )(NP (NP (DT )(JJ ))(PP (IN )(NP (JJ )(, )(JJ )(NNS )))))(S (VP (TO )(VP (VB )(NP (DT )(NNP )(NNP )(NNP ))))))(VP (VBZ )(ADVP (RB ))(VP (VBN )(NP (NP (DT )(NN ))(PP (IN )(NP (DT )(NN )(NN ))))))))))))))))))(. )))
A number of studies have been conducted on how to achieve a FANET, but few have considered the security perspectives of this subject.; (TOP (S (S (NP (NP (DT )(NN ))(PP (IN )(NP (NNS ))))(VP (VBP )(VP (VBN )(VP (VBN )(PP (IN )(SBAR (WHADVP (WRB ))(S (VP (TO )(VP (VB )(NP (DT )(NNP )))))))))))(, )(CC )(S (NP (JJ ))(VP (VBP )(VP (VBN )(S (NP (NP (DT )(NN )(NNS ))(PP (IN )(NP (DT )(NN ))))))))(. )))
FANETs unique fea- tures have made it difficult to strengthen its defense against ever-changing security threats.; (TOP (S (NP (NP (NNP )(JJ )(NN ))(: )(NP (NNS )))(VP (VBP )(VP (VBN )(S (NP (PRP ))(ADJP (JJ ))(S (VP (TO )(VP (VB )(NP (NP (PRP$ )(NN ))(PP (IN )(NP (JJ )(NN )(NNS ))))))))))(. )))
Today, more and more FANET applications are implemented into civil airspace, but the development of FANET secu- rity has remained unsatisfactory.; (TOP (S (S (NP (NN ))(, )(NP (ADJP (JJR )(CC )(JJR ))(NN )(NNS ))(VP (VBP )(VP (VBN )(PP (IN )(NP (JJ )(NN ))))))(, )(CC )(S (NP (NP (DT )(NN ))(PP (IN )(NP (NNP )(NNS )(NN ))))(VP (VBZ )(VP (VBN )(ADJP (JJ )))))(. )))
In this paper, we try to address this issue by proposing a new Intrusion Detection System , an hybrid method based on both spectral traffic analysis and a robust controller / observer for anomaly estimation inside UAV networks.; (TOP (S (PP (IN )(NP (DT )(NN )))(, )(NP (PRP ))(VP (VBP )(S (VP (TO )(VP (VB )(NP (DT )(NN ))(PP (IN )(S (VP (VBG )(NP (NP (DT )(JJ )(NNP )(NNP )(NNP ))(, )(NP (NP (DT )(JJ )(NN ))(VP (VBN )(PP (IN )(NP (DT )(NP (JJ )(NN )(NN ))(CC )(NP (NP (DT )(JJ )(NN )(NN )(NN ))(PP (IN )(NP (NP (DT )(NN ))(PP (IN )(NP (NNP )(NNS ))))))))))))))))))(. )))
The proposed hybrid method considers, as a pre- liminary step, a statistical signature of the traffic exchanged in the network.; (TOP (S (NP (DT )(VBN )(NN )(NN )(NNS ))(, )(PP (IN )(NP (NP (DT )(NN ))(: )(NP (JJ )(NN ))(, )(NP (NP (DT )(JJ )(NN ))(PP (IN )(NP (DT )(NN ))))))(VP (VBD )(PP (IN )(NP (DT )(NN ))))(. )))
By examining the resulted signatures, the differences are used to select the accurate model for accurate estimation of that abnor- mal traffic.; (TOP (S (PP (IN )(S (VP (VBG )(NP (DT )(VBN )(NNS )))))(, )(NP (DT )(NNS ))(VP (VBP )(VP (VBN )(S (VP (TO )(VP (VB )(NP (NP (DT )(JJ )(NN ))(PP (IN )(NP (NP (JJ )(NN ))(PP (IN )(NP (DT )(JJ )(JJ )(NN )))))))))))(. )))
The proposed IDS design has been successfully applied to some relevant practical problems such as ad hoc networks for aerial vehicles, and the effectiveness is illustrated by using real traffic traces including Distributed Denial of Service  attacks.; (TOP (S (S (NP (DT )(VBN )(NNP )(NN ))(VP (VBZ )(VP (VBN )(VP (ADVP (RB ))(VBN )(PP (TO )(NP (NP (DT )(JJ )(JJ )(NNS ))(PP (JJ )(IN )(NP (NP (NN )(JJ )(NNS ))(PP (IN )(NP (JJ )(NNS )))))))))))(, )(CC )(S (NP (DT )(NN ))(VP (VBZ )(VP (VBN )(PP (IN )(S (VP (VBG )(NP (NP (JJ )(NN )(NNS ))(PP (VBG )(NP (NP (NNP )(NNP ))(PP (IN )(NP (NNP )(NNS ))))))))))))(. )))
Our first results show promising perspectives for Intrusion Detection System  in UAV communication networks.; (TOP (S (NP (PRP$ )(JJ )(NNS ))(VP (VBP )(VP (VBG )(NP (NNS ))(PP (IN )(NP (NP (NNP )(NNP )(NNP ))(PP (IN )(NP (NNP )(NN )(NNS )))))))(. )))
Indeed, different types of anomaly have been considered and they are all accurately detected by the intrusion detection process we propose in this paper.; (TOP (S (S (ADVP (RB ))(, )(NP (NP (JJ )(NNS ))(PP (IN )(NP (PRP ))))(VP (VBP )(VP (VBN )(VP (VBN )))))(CC )(S (NP (PRP ))(VP (VBP )(ADVP (DT )(RB ))(VP (VBN )(PP (IN )(NP (NP (DT )(NN )(NN )(NN ))(SBAR (S (NP (PRP ))(VP (VBP )(PP (IN )(NP (DT )(NN )))))))))))(. )))
Finally, both simulation-based validation and real-time real-world based implementation of our IDS are described in this article.; (TOP (S (ADVP (RB ))(, )(NP (NP (DT )(JJ )(NN ))(CC )(NP (NP (JJ )(NN ))(VP (VBN )(PP (IN )(PP (IN )(NP (PRP$ )(NNP )))))))(VP (VBP )(VP (VBN )(PP (IN )(NP (DT )(NN )))))(. )))
2018 Elsevier B.V. All rights reserved.; (TOP (S (NP (CD )(RB )(NNP ))(NP (DT )(NNS ))(VP (VBN ))(. )))
1 t  p  t  fi  t  t  a  w  h  o  s  m  d  a  rm  o  t  w  s  s  s  m  s  A  t  s  c  c  (  t  c  h1. Introduction During the past years, Unmanned Aerial Vehicles  are at-racting more and more attention.; (TOP (S (NP (NP (CD )(NN )(NN ))(PP (IN )(NP (NP (JJ )(NN ))(PP (IN )(NP (NP (DT )(NN )(NN ))(PP (IN )(NP (NP (NNS )(NN ))(CC )(NP (NP (DT )(NN ))(PP (IN )(NP (NN )))))))))))(VP (VBD )(S (NP (PRP ))(VP (VBZ )(S (NP (NNS )(NN ))(VP (VBZ )(S (NP (DT )(NN ))(VP (VBZ )(NP (NP (JJ )(NN ))(PRN (-LRB- )(PP (IN )(S (NP (NP (JJ )(NNS )(. )(NN ))(PP (IN )(NP (DT )(JJ )(NNS ))))(, )(VP (VBD )(SBAR (S (NP (NNP )(NNPS ))(VP (VBP )(VP (VBG )(NP (ADJP (JJR )(CC )(JJR ))(NN ))))))))))))))))))(. )))
The use of UAVs has many ap-arent advantages over conventional maned aircrafts especially inerms of operational expense, operators safety, operability in dif-cult/hazardous environments and accessibility for civil applica-ions.; (TOP (S (NP (NP (DT )(NN ))(PP (IN )(NP (NNP ))))(VP (VBZ )(NP (NP (JJ )(JJ )(NNS ))(PP (IN )(NP (NP (NP (JJ )(NN )(NNS ))(PP (RB )(NP (NP (NNS ))(PP (IN )(NP (JJ )(NN ))))))(, )(NP (NNS )(NN ))(, )(NP (NP (NP (NN ))(PP (IN )(NP (JJ )(NNS )(CC )(NN ))))(PP (IN )(NP (JJ )(NNS ))))))))(. )))
Recent technical advancements have made it easier than evero setup an Unmanned Aerial System with complex topology tochieve sophisticated missions which were previously impossibleithout actual human involvements.; (TOP (S (NP (JJ )(JJ )(NNS ))(VP (VBP )(VP (VBN )(S (NP (PRP ))(ADJP (ADJP (JJR ))(PP (IN )(NP (NP (NN )(NN ))(NP (DT )(NNP )(NNP )(NNP ))(PP (IN )(NP (NP (JJ )(NN ))(, )(NP (NP (JJ )(NNS ))(SBAR (WHNP (WDT ))(S (VP (VBD )(ADVP (RB ))(VP (VBN )(NP (JJ )(JJ )(NNS )))))))))))))))(. )))
The rapid advancements andeavy involvement of Information Technology have huge impactsn the path which drone communities take to develop future UAVystems.; (TOP (S (NP (DT )(JJ )(NNS ))(NP (NP (JJ )(NN ))(PP (IN )(NP (NNP )(NNP ))))(VP (VBP )(NP (JJ )(NN ))(NP (NP (DT )(NN ))(SBAR (WHNP (WDT ))(S (NP (NN )(NNS ))(VP (VBP )(S (VP (TO )(VP (VB )(NP (JJ )(NNS ))))))))))(. )))
Todays decentralized technology promotes distribution ofission and corresponding resources  .; (TOP (S (NP (DT )(JJ )(NN ))(VP (VBZ )(NP (NP (NN )(NN ))(CC )(NP (JJ )(NNS ))))(. )))
This approach allows re-undancy in terms of critical components and improve the over-ll robustness of the system.; (TOP (S (NP (DT )(NN ))(VP (VP (VBZ )(NP (NN ))(PP (IN )(NP (NP (NNS ))(PP (IN )(NP (JJ )(NNS ))))))(CC )(VP (VB )(NP (NP (DT )(JJ )(NN ))(PP (IN )(NP (DT )(NN ))))))(. )))
However, most of todays advance- Corresponding author.; (TOP (S (ADVP (RB ))(, )(NP (NP (NP (JJS ))(PP (IN )(NP (NNS )(NN ))))(: )(NP (JJ )(NN )))(. )))
E-mail addresses: jean-philippe.condomines@enac.fr; (TOP (NP (NP (NN )(NNS ))(: )(NP (NN ))))
, uohao.zhang@enac.fr; (TOP (NP (NN )(NN )))
, nicolas.larrieu@enac.fr .; (TOP (S (, )(NP (NNS ))(VP (VBP ))(. )))
o  c  (  t  ttps://doi.org/10.1016/j.adhoc.2018.09.004 570-8705/ 2018 Elsevier B.V. All rights reserved.; (TOP (PP (IN )(NP (NP (NNS ))(PRN (-LRB- )(PP (S (NP (NN )(NNS ))(VP (VBP )(NP (NP (CD )(JJ )(CD )(. )(NNP ))(SBAR (S (NP (DT )(NNS ))(VP (VBN ))))))))))(. )))
Please cite this article as: J.-P.; (TOP (S (INTJ (VB ))(VP (VB )(NP (NP (DT )(NN ))(PP (IN )(NP (NN )))))(. )))
Condomines et al., Network intrusion detdesign to real test validation, Ad Hoc Networks , https://doi.org/1ents in the domain of network-attached UAV fleet are focusingn the path to achieve a drone network as described in  .; (TOP (S (S (NP (NNS ))(VP (VBD )(ADJP (JJ ))))(. )(, )(NP (NP (NNP )(NN )(NN ))(PP (TO )(NP (NP (JJ )(NN )(NN ))(, )(NP (NNP )(NNP )(NNP )))))(, )(VP (VBZ )(SBAR (S (NP (NP (NNP )(NNS ))(PP (IN )(NP (NP (DT )(NN ))(PP (IN )(NP (JJ )(NNP )(NN ))))))(VP (VBP )(PP (IN )(NP (NP (DT )(NN ))(SBAR (S (VP (TO )(VP (VB )(NP (NP (DT )(NN )(NN ))(SBAR (IN )(S (VP (VBN )(PP (IN ))))))))))))))))(. )))
Lit-le has been considered for the cyber security of the drone net-ork approaches leaving even the most state-of-art drone networkystems vulnerable against various security threats  .; (TOP (S (S (NP (NNP ))(VP (VBZ )(VP (VBN )(VP (VBN )(PP (IN )(NP (NP (DT )(NN )(NN ))(PP (IN )(NP (DT )(NN )(NN )))))))))(VP (VBZ )(S (VP (VBG )(NP (NP (RB )(DT )(RBS )(JJ )(NN )(NNS ))(ADJP (JJ )(PP (IN )(NP (JJ )(NN )(NNS ))))))))(. )))
Several re-earches  have been conducted describing in detail the pos-ible security threats a UAV fleet can be facing during its nor-al operation.; (TOP (S (NP (JJ )(NNS ))(VP (VBP )(VP (VBN )(VP (VBN )(S (VP (VBG )(PP (IN )(NP (NN )))(NP (NP (DT )(JJ )(NN )(NNS ))(SBAR (S (NP (DT )(NNP )(NN ))(VP (MD )(VP (VB )(VP (VBG )(PP (IN )(NP (PRP$ )(JJ )(NN ))))))))))))))(. )))
Here we address one type of FANET security is-ues which is network intrusion in a wireless ad-hoc network.s; (TOP (S (ADVP (RB ))(NP (PRP ))(VP (VBP )(NP (NP (CD )(NN ))(PP (IN )(NP (NNP )(NN )(NNS )))(SBAR (WHNP (WDT ))(S (VP (VBZ )(NP (NP (NN )(NN ))(PP (IN )(NP (DT )(JJ )(JJ )(NN )(NNS )))))))))))
described in  there are multiple threat models relatedo network intrusion such as overload, flash crowds, worms, portcans and jamming attacks.; (TOP (S (S (S (VP (VBN )(PP (IN )(NP (EX )))))(VP (VBP )(NP (JJ )(NN )(NNS ))))(VP (VBP )(NP (NP (NN )(NN ))(PP (JJ )(IN )(NP (NP (NN ))(, )(NP (NN )(NNS ))(, )(NP (NNS ))(, )(NP (NNS ))(CC )(NP (VBG )(NNS ))))))(. )))
Among these abnormal patterns, flashrowds have the worst impact on the fleet of UAVs because theyreate congestion and reduce significantly the Quality of ServiceQoS) of the entire network.; (TOP (S (PP (IN )(NP (DT )(JJ )(NNS )))(, )(NP (NNS ))(VP (VP (VBP )(NP (NP (DT )(JJS )(NN ))(PP (IN )(NP (NP (DT )(NN ))(PP (IN )(NP (NNP ))))))(PP (IN )(NP (DT )(NN ))))(CC )(VP (VB )(ADVP (RB ))(NP (NP (NP (DT )(NNP ))(PP (IN )(NP (NNP )))(-RRB- ))(PP (IN )(NP (DT )(JJ )(NN ))))))(. )))
This is a major adversity for UAV cer-ification and integration into civil airspace.; (TOP (S (NP (DT ))(VP (VBZ )(NP (NP (DT )(JJ )(NN ))(PP (IN )(NP (NNP )(NN )(CC )(NN ))))(PP (IN )(NP (JJ )(NN ))))(. )))
Consequently, mali-ious anomaly detection is an important issue nowadays.; (TOP (S (ADVP (RB ))(, )(NP (JJ )(CC )(NN ))(VP (VBZ )(NP (DT )(JJ )(NN ))(ADVP (RB )))(. )))
